Reburn_ID,Polygon_ID,Reburn_Order,Reburn_Interval_1,Reburn_Interval_2,Fire_ID,Year,Ecoregion,N_Rockies,FRG_max4,class,patch_area_mean,patch_area_AW_mean,patch_PARA_mean,patch_PARA_AW_mean,class_total_core_ha,largest_patch_ind,class_area_ha,reburn_area_ha,class_prop
CA4163812338919870830_CA4154112338120080722_CA4159712349220170725,1,All,21,9,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,0.09,0.09,1333.3333333333335,1333.3333333333335,0,6.691932638486144e-5,0.09,1344.90295796462,6.691932638486144e-5
CA4163812338919870830_CA4154112338120080722_CA4159712349220170725,1,Any,21,9,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,7.808999999999999,96.96367652708413,520.7269455186498,174.41413753361508,15.780177388938219,0.11014921122948192,234.26999999999998,1344.90295796462,0.1741910065797943
CA4163812338919870830_CA4154112338120080722_CA4159712349220170725,1,Fire_a,21,9,CA4163812338919870830,1987,Klamath Mountains,Pacific Northwest,Low,2,3,5.5746,477.6798742790959,317.77777777777777,0,0.005487384763558638,27,1344.90295796462,0.020075797915458434
CA4163812338919870830_CA4154112338120080722_CA4159712349220170725,1,Fire_b,21,9,CA4154112338120080722,2008,Klamath Mountains,Pacific Northwest,Low,2,6.39,44.24937301226715,542.7970009804064,177.19218537028624,12.389339721758198,0.05855441058675376,198.09,1344.90295796462,0.14728943737308003
CA4163812338919870830_CA4154112338120080722_CA4159712349220170725,1,Fire_c,21,9,CA4159712349220170725,2017,Klamath Mountains,Pacific Northwest,Low,2,3.208235294117647,7.032178217821782,432.88021549783576,282.72827282728275,0.0034542089181311894,0.008699512430031987,54.54,1344.90295796462,0.040553111789226035
OR4236212395219870830_OR4244112390420020713_OR4229712395420170712,1,All,15,15,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,4.010684210526316,61.357029644502184,670.4113518892013,228.5736782016456,37.53909350766123,0.015851412688799606,762.03,12241.180253738901,0.062251350295021456
OR4236212395219870830_OR4244112390420020713_OR4229712395420170712,1,Any,15,15,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,22.456463414634147,620.5871196298529,586.060952283297,92.43902836382594,1684.9647439052535,0.0908882948325328,5524.29,12241.180253738901,0.45128736653581103
OR4236212395219870830_OR4244112390420020713_OR4229712395420170712,1,Fire_a,15,15,OR4236212395219870830,1987,Klamath Mountains,Pacific Northwest,Low,2,17.69302702702703,497.6468918584509,532.0062661342639,105.74940196321043,835.9245443455438,0.0797202540745149,3273.21,12241.180253738901,0.2673933339883826
OR4236212395219870830_OR4244112390420020713_OR4229712395420170712,1,Fire_b,15,15,OR4244112390420020713,2002,Klamath Mountains,Pacific Northwest,Low,2,10.313677130044843,150.52588573664647,527.4259391931591,148.46409704558795,262.290152930559,0.0374890321429449,2299.95,12241.180253738901,0.18788629464855006
OR4236212395219870830_OR4244112390420020713_OR4229712395420170712,1,Fire_c,15,15,OR4229712395420170712,2017,Klamath Mountains,Pacific Northwest,Low,2,13.635978260869566,293.42051725374847,564.4012799906857,125.5629688085388,596.7507298892996,0.05279637964669293,3763.5299999999997,12241.180253738901,0.3074482951797463
OR4236212395219870830_OR4244112390420020713_OR4237012386020180716,1,All,15,16,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,2.30566757493188,20.091729419272497,751.56802746287,285.1875487484932,3.601385587499446,0.002643843170973929,846.18,21446.0527093644,0.03945621189443949
OR4236212395219870830_OR4244112390420020713_OR4237012386020180716,1,Any,15,16,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,19.61078431372549,1249.53044753287,592.2364536006353,99.45174890433101,2344.8160253347273,0.13560817178865325,9001.35,21446.0527093644,0.4197205948332659
OR4236212395219870830_OR4244112390420020713_OR4237012386020180716,1,Fire_a,15,16,OR4236212395219870830,1987,Klamath Mountains,Pacific Northwest,Low,2,9.66045731707317,128.7408677251683,531.6345513052081,149.45891442042776,389.09847507197765,0.015678409661521585,3168.63,21446.0527093644,0.147748867492824
OR4236212395219870830_OR4244112390420020713_OR4237012386020180716,1,Fire_b,15,16,OR4244112390420020713,2002,Klamath Mountains,Pacific Northwest,Low,2,14.251812080536913,681.7573160601265,530.9634441038432,117.62545207956599,1379.5241124312574,0.07636090530006606,6370.56,21446.0527093644,0.29705046827653747
OR4236212395219870830_OR4244112390420020713_OR4237012386020180716,1,Fire_c,15,16,OR4237012386020180716,2018,Klamath Mountains,Pacific Northwest,Low,2,10.086468172484599,185.75779200791516,546.3867224576463,148.72631109645346,603.3072300101147,0.021314411849804104,4912.11,21446.0527093644,0.22904494671204137
ID4557911514619880813_ID4551811500220000731_ID4555411513220170715,1,Any,12,17,NA,NA,Idaho Batholith,Northern Rockies,Low,2,2.395714285714286,48.093542039356,834.9770407543666,240.11130987875174,8.28986044642881,0.03946620726797169,150.93,2084.314802318415,0.072412286201738
ID4557911514619880813_ID4551811500220000731_ID4555411513220170715,1,Fire_a,12,17,ID4557911514619880813,1988,Idaho Batholith,Northern Rockies,Low,2,5.05125,50.0526280623608,739.422602181601,202.42514229151203,5.621058886479586,0.03592547532489326,121.22999999999999,2084.314802318415,0.058162999113739455
ID4557911514619880813_ID4551811500220000731_ID4555411513220170715,1,Fire_b,12,17,ID4551811500220000731,2000,Idaho Batholith,Northern Rockies,Low,2,2.25,10.347120000000002,653.6327191143478,277.3333333333333,0,0.008204134990059762,33.75,2084.314802318415,0.016192371690907422
ID4557911514619880813_ID4551811500220000731_ID4555411513220170715,1,Fire_c,12,17,ID4555411513220170715,2017,Idaho Batholith,Northern Rockies,Low,2,0.47700000000000004,1.0760377358490567,881.4419325530437,607.9664570230608,0,0.0011658507617453345,14.31,2084.314802318415,0.006865565596944747
ID4557911514619880813_ID4551811500220000731_ID4555411513220170715,1,All,12,17,NA,NA,Idaho Batholith,Northern Rockies,Low,2,NA,NA,NA,NA,0,NA,0,2084.314802318415,0
OR4487312131019960810_OR4504212118420100818_OR4499312125220140713,1,Any,14,4,NA,NA,Blue Mountains,Pacific Northwest,Low,2,3.2642307692307693,17.22445387062566,522.0487671085156,277.1297278190173,0,0.009485990518479308,169.74,4819.739162814316,0.035217673460338536
OR4487312131019960810_OR4504212118420100818_OR4499312125220140713,1,Fire_a,14,4,OR4487312131019960810,1996,Blue Mountains,Pacific Northwest,Low,2,2.2,5.127000000000001,476.7099687214129,308.0808080808081,0,0.0021287459037532307,59.4,4819.739162814316,0.012324318390150283
OR4487312131019960810_OR4504212118420100818_OR4499312125220140713,1,Fire_b,14,4,OR4504212118420100818,2010,Blue Mountains,Pacific Northwest,Low,2,1.9145454545454546,5.2323076923076925,648.8029647120557,344.7293447293447,0,0.0017926281294764047,21.060000000000002,4819.739162814316,0.004369531065598737
OR4487312131019960810_OR4504212118420100818_OR4499312125220140713,1,Fire_c,14,4,OR4499312125220140713,2014,Blue Mountains,Pacific Northwest,Low,2,4.831578947368421,22.913117647058826,496.3382804877874,255.55555555555557,0,0.008496310405330876,91.8,4819.739162814316,0.0190466738756868
OR4487312131019960810_OR4504212118420100818_OR4499312125220140713,1,All,14,4,NA,NA,Blue Mountains,Pacific Northwest,Low,2,NA,NA,NA,NA,0,NA,0,4819.739162814316,0
OR4335612252819960813_OR4334712249520080817_OR4330612262220170812,1,Any,12,9,NA,NA,Cascades,Pacific Northwest,Mixed,2,33.205714285714286,485.4726845637584,499.76634468478653,78.38581999655825,270.3451778436275,0.5212942856202466,697.32,1112.3659245757103,0.6268800442318284
OR4335612252819960813_OR4334712249520080817_OR4330612262220170812,1,Fire_a,12,9,OR4335612252819960813,1996,Cascades,Pacific Northwest,Mixed,2,38.54117647058823,252.56667857142858,385.1692232857999,71.52014652014653,269.66859707637184,0.3056727938962116,655.1999999999999,1112.3659245757103,0.5890148066607783
OR4335612252819960813_OR4334712249520080817_OR4330612262220170812,1,Fire_b,12,9,OR4334712249520080817,2008,Cascades,Pacific Northwest,Mixed,2,3.08,7.66461038961039,508.96622483924074,270.5627705627706,0,0.011569933702265289,27.72,1112.3659245757103,0.024919857204879083
OR4335612252819960813_OR4334712249520080817_OR4330612262220170812,1,Fire_c,12,9,OR4330612262220170812,2017,Cascades,Pacific Northwest,Mixed,2,1.760625,5.472172523961661,610.2952392168079,302.44941427050054,0,0.0089808576290311,28.17,1112.3659245757103,0.02532440034132193
OR4335612252819960813_OR4334712249520080817_OR4330612262220170812,1,All,12,9,NA,NA,Cascades,Pacific Northwest,Mixed,2,NA,NA,NA,NA,0,NA,0,1112.3659245757103,0
ID4537911512519990802_ID4540111516420000731_ID4549011522720170729,1,All,1,17,NA,NA,Idaho Batholith,Northern Rockies,Low,2,0.5727272727272728,1.4554285714285717,947.1074380165289,590.4761904761905,0,0.0012598346988818875,6.3,1714.5106432748803,0.003674517871738838
ID4537911512519990802_ID4540111516420000731_ID4549011522720170729,1,Any,1,17,NA,NA,Idaho Batholith,Northern Rockies,Low,2,3.8892857142857142,35.29294214876033,628.6734847670953,223.6914600550964,5.934636408565799,0.037007644279655444,217.8,1714.5106432748803,0.12703333213725698
ID4537911512519990802_ID4540111516420000731_ID4549011522720170729,1,Fire_a,1,17,ID4537911512519990802,1999,Idaho Batholith,Northern Rockies,Low,2,5.32,36.39857142857143,555.9463478215861,182.95739348370927,1.1085624916903674,0.024304311065929746,47.88,1714.5106432748803,0.027926335825215174
ID4537911512519990802_ID4540111516420000731_ID4549011522720170729,1,Fire_b,1,17,ID4540111516420000731,2000,Idaho Batholith,Northern Rockies,Low,2,3.108214285714286,17.80427094105481,578.679243809084,273.0093071354705,0,0.021364696768538676,87.03,1714.5106432748803,0.05076083974244938
ID4537911512519990802_ID4540111516420000731_ID4549011522720170729,1,Fire_c,1,17,ID4549011522720170729,2017,Idaho Batholith,Northern Rockies,Low,2,2.871176470588235,27.48905347264905,621.4671932941042,267.5681212866216,4.19422575043086,0.03480293355661214,146.43,1714.5106432748803,0.0854062939617013
CA4104812343519990823_CA4107312329420080621_CA4119412345820200727,1,All,9,12,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,0.18,0.2475,1125,1000,0,3.43029201262501e-4,0.72,1049.473335433365,6.86058402525002e-4
CA4104812343519990823_CA4107312329420080621_CA4119412345820200727,1,Any,9,12,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,5.402432432432432,25.652755515533542,578.3885914896559,207.11391265195857,3.135366207244247,0.03936260084487199,199.89000000000001,1049.473335433365,0.19046696400100369
CA4104812343519990823_CA4107312329420080621_CA4119412345820200727,1,Fire_a,9,12,CA4104812343519990823,1999,Klamath Mountains,Pacific Northwest,Low,2,4.324285714285714,14.891744301288405,483.3417275898479,218.69838123554675,1.3026247296126559,0.026070219295950076,90.81,1049.473335433365,0.08652911601846588
CA4104812343519990823_CA4107312329420080621_CA4119412345820200727,1,Fire_b,9,12,CA4107312329420080621,2008,Klamath Mountains,Pacific Northwest,Low,2,3.784090909090909,12.761416216216217,486.17570582180815,261.6216216216216,0.21456954210372642,0.02529840359310945,83.25,1049.473335433365,0.07932550279195336
CA4104812343519990823_CA4107312329420080621_CA4119412345820200727,1,Fire_c,9,12,CA4119412345820200727,2020,Klamath Mountains,Pacific Northwest,Low,2,3.13125,15.785137724550898,608.8923517225269,256.28742514970054,1.5548614728131331,0.02564143279437195,75.15,1049.473335433365,0.07160734576354709
CA4104812343519990823_CA4107012343620090702_CA4119412345820200727,1,All,10,11,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,1.3361538461538462,13.267538860103627,867.3490279968801,363.5578583765112,0,0.015430322667618596,69.48,1854.7894698314176,0.03745977704214326
CA4104812343519990823_CA4107012343620090702_CA4119412345820200727,1,Any,10,11,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,16.62,278.5209205776173,593.1088112419259,131.44076140466032,169.5651909819344,0.26445049854880925,1096.92,1854.7894698314176,0.5913986562041995
CA4104812343519990823_CA4107012343620090702_CA4119412345820200727,1,Fire_a,10,11,CA4104812343519990823,1999,Klamath Mountains,Pacific Northwest,Low,2,11.516170212765958,131.962986365148,490.2674592478778,137.4570446735395,84.60630907860927,0.13761130529989415,541.26,1854.7894698314176,0.29181748592156675
CA4104812343519990823_CA4107012343620090702_CA4119412345820200727,1,Fire_b,10,11,CA4107012343620090702,2009,Klamath Mountains,Pacific Northwest,Low,2,6.328636363636364,50.61608920491274,596.2733043537761,188.17783523665878,10.067082107805359,0.04764961276604233,417.69,1854.7894698314176,0.2251953694981695
CA4104812343519990823_CA4107012343620090702_CA4119412345820200727,1,Fire_c,10,11,CA4119412345820200727,2020,Klamath Mountains,Pacific Northwest,Low,2,6.268965517241379,55.3750693069307,555.237573724008,225.85258525852586,8.048514912802096,0.0667191624779106,545.4,1854.7894698314176,0.29404954517537324
CA4104812343519990823_CA4103512348820130810_CA4119412345820200727,1,All,14,7,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,3.2893150684931505,25.404895052473762,667.3714537027803,251.87406296851574,0,0.017196121635153647,240.12,3574.643242481971,0.06717313692912141
CA4104812343519990823_CA4103512348820130810_CA4119412345820200727,1,Any,14,7,NA,NA,Klamath Mountains,Pacific Northwest,Low,2,13.41,277.2263796023333,614.9486987322622,126.15777039034894,253.17860933962635,0.1434352927605715,1434.8700000000001,3574.643242481971,0.40140229462555577
CA4104812343519990823_CA4103512348820130810_CA4119412345820200727,1,Fire_a,14,7,CA4104812343519990823,1999,Klamath Mountains,Pacific Northwest,Low,2,10.44,222.48750646551724,588.1866618152729,128.66379310344826,157.87439492338783,0.1143806450783353,835.2,3574.643242481971,0.23364569366650928
CA4104812343519990823_CA4103512348820130810_CA4119412345820200727,1,Fire_b,14,7,CA4103512348820130810,2013,Klamath Mountains,Pacific Northwest,Low,2,10.533870967741935,96.51106384933395,489.49246507512026,164.38523962639718,43.92990320743578,0.06629193011033609,979.65,3574.643242481971,0.27405532064223637
CA4104812343519990823_CA4103512348820130810_CA4119412345820200727,1,Fire_c,14,7,CA4119412345820200727,2020,Klamath Mountains,Pacific Northwest,Low,2,5.592134831460674,43.08200723327306,630.3843547375793,214.94876431585294,6.762194652160804,0.02550464306941529,497.7,3574.643242481971,0.13923067736808148
